Fördernehmer,ID,Type,Ressourcenadresse,KontextadresseTitel,Language,Date,Creator,Contributor
LAS Salzburg,o:szd.1107,Letter,https://gams.uni-graz.at/o:szd.1107,https://gams.uni-graz.at/o:szd.1107/DC,"Postkarte an Max Fleischer vom 5. Oktober 1902, SZ-LAS/B3.28",de,10-5.1902,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1108,Letter,https://gams.uni-graz.at/o:szd.1108,https://gams.uni-graz.at/o:szd.1108/DC,"Brief an Max Fleischer vom 10. Oktober 1902, SZ-LAS/B3.29",de,10.10.1902,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1109,Letter,https://gams.uni-graz.at/o:szd.1109,https://gams.uni-graz.at/o:szd.1109/DC,"Postkarte an Max Fleischer vom 5. Juni 1901, SZ-LAS/B3.3",de,5.6.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1110,Letter,https://gams.uni-graz.at/o:szd.1110,https://gams.uni-graz.at/o:szd.1110/DC,"Postkarte an Max Fleischer vom 24. Oktober 1902, SZ-LAS/B3.30",de,24.10.1902,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1111,Letter,https://gams.uni-graz.at/o:szd.1111,https://gams.uni-graz.at/o:szd.1111/DC,"Brief an Max Fleischer vom 1. November 1902, SZ-LAS/B3.31",de,1.11.1902,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1112,Letter,https://gams.uni-graz.at/o:szd.1112,https://gams.uni-graz.at/o:szd.1112/DC,"Postkarte an Max Fleischer vom 28. November 1902, SZ-LAS/B3.32",de,28.1.1931,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1113,Letter,https://gams.uni-graz.at/o:szd.1113,https://gams.uni-graz.at/o:szd.1113/DC,"Postkarte an Max und Victor Fleischer vom 22. Dezember 1902, SZ-LAS/B3.33",de,22.12.1902,"Zweig, Stefan",Max und Victor Fleischer
LAS Salzburg,o:szd.1114,Letter,https://gams.uni-graz.at/o:szd.1114,https://gams.uni-graz.at/o:szd.1114/DC,"Postkarte an Max und Victor Fleischer vom 28. Dezember 1902, SZ-LAS/B3.34",de,28.12.1902,"Zweig, Stefan",Max und Victor Fleischer
LAS Salzburg,o:szd.1115,Letter,https://gams.uni-graz.at/o:szd.1115,https://gams.uni-graz.at/o:szd.1115/DC,"Postkarte an Max und Victor Fleischer vom 1. Januar 1903, SZ-LAS/B3.35",de,1.1.1903,"Zweig, Stefan",Max und Victor Fleischer
LAS Salzburg,o:szd.1116,Letter,https://gams.uni-graz.at/o:szd.1116,https://gams.uni-graz.at/o:szd.1116/DC,"Postkarte an Max Fleischer vom 30. Januar 1903, SZ-LAS/B3.36",de,30.1.1903,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1117,Letter,https://gams.uni-graz.at/o:szd.1117,https://gams.uni-graz.at/o:szd.1117/DC,"Brief an Max Fleischer vom 23. März 1903, SZ-LAS/B3.37",de,23.3.1903,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1118,Letter,https://gams.uni-graz.at/o:szd.1118,https://gams.uni-graz.at/o:szd.1118/DC,"Postkarte an Max Fleischer vom 27. Mai 1903, SZ-LAS/B3.38",de,27.5.1903,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1119,Letter,https://gams.uni-graz.at/o:szd.1119,https://gams.uni-graz.at/o:szd.1119/DC,"Brief an Victor Fleischer vom 30. September 1903, SZ-LAS/B3.39",de,30.9.1903,"Zweig, Stefan","Fleischer, Victor"
LAS Salzburg,o:szd.1120,Letter,https://gams.uni-graz.at/o:szd.1120,https://gams.uni-graz.at/o:szd.1120/DC,"Postkarte an Max Fleischer vom 17. Juni 1901, SZ-LAS/B3.4",de,17.6.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1121,Letter,https://gams.uni-graz.at/o:szd.1121,https://gams.uni-graz.at/o:szd.1121/DC,"Postkarte an Max Fleischer vom 29. Januar 1904, SZ-LAS/B3.40",de,29.1.1904,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1122,Letter,https://gams.uni-graz.at/o:szd.1122,https://gams.uni-graz.at/o:szd.1122/DC,"Postkarte an Max Fleischer vom 19. Februar 1906, SZ-LAS/B3.41",de,19.2.1906,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1123,Letter,https://gams.uni-graz.at/o:szd.1123,https://gams.uni-graz.at/o:szd.1123/DC,"Brief an Victor Fleischer vom [Februar 1907], SZ-LAS/B3.42",de,02.1907,"Zweig, Stefan","Fleischer, Victor"
LAS Salzburg,o:szd.1124,Letter,https://gams.uni-graz.at/o:szd.1124,https://gams.uni-graz.at/o:szd.1124/DC,"Briefumschlag an Victor Fleischer vom 6. Februar 1909, SZ-LAS/B3.44",de,6.2.1909,"Zweig, Stefan","Fleischer, Victor"
LAS Salzburg,o:szd.1125,Letter,https://gams.uni-graz.at/o:szd.1125,https://gams.uni-graz.at/o:szd.1125/DC,"Brief an Victor Fleischer vom 7. März [1909], SZ-LAS/B3.45",de,7.3.1909,"Zweig, Stefan","Fleischer, Victor"
LAS Salzburg,o:szd.1126,Letter,https://gams.uni-graz.at/o:szd.1126,https://gams.uni-graz.at/o:szd.1126/DC,"Postkarte an Max Fleischer vom 21. Juni 1901, SZ-LAS/B3.5",de,21.6.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1127,Letter,https://gams.uni-graz.at/o:szd.1127,https://gams.uni-graz.at/o:szd.1127/DC,"Brief an Max Fleischer vom 3. Juli 1901, SZ-LAS/B3.6",de,3.7.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1128,Letter,https://gams.uni-graz.at/o:szd.1128,https://gams.uni-graz.at/o:szd.1128/DC,"Briefkarte an Max Fleischer vom 17. Juli 1901, SZ-LAS/B3.7",de,17.7.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1129,Letter,https://gams.uni-graz.at/o:szd.1129,https://gams.uni-graz.at/o:szd.1129/DC,"Postkarte an Max Fleischer vom 16. August 1901, SZ-LAS/B3.8",de,16.8.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1130,Letter,https://gams.uni-graz.at/o:szd.1130,https://gams.uni-graz.at/o:szd.1130/DC,"Briefkarte an Max Fleischer vom 27. August 1901, SZ-LAS/B3.9",de,27.8.1901,"Zweig, Stefan","Fleischer, Max"
LAS Salzburg,o:szd.1131,Letter,https://gams.uni-graz.at/o:szd.1131,https://gams.uni-graz.at/o:szd.1131/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.1",de,6.7.1936,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1132,Letter,https://gams.uni-graz.at/o:szd.1132,https://gams.uni-graz.at/o:szd.1132/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.10",de,2.10.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1133,Letter,https://gams.uni-graz.at/o:szd.1133,https://gams.uni-graz.at/o:szd.1133/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.11",de,7.10.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1134,Letter,https://gams.uni-graz.at/o:szd.1134,https://gams.uni-graz.at/o:szd.1134/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.12",de,26.10.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1135,Letter,https://gams.uni-graz.at/o:szd.1135,https://gams.uni-graz.at/o:szd.1135/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.13",de,3.12.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1136,Letter,https://gams.uni-graz.at/o:szd.1136,https://gams.uni-graz.at/o:szd.1136/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.14",de,10.1.1938,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1137,Letter,https://gams.uni-graz.at/o:szd.1137,https://gams.uni-graz.at/o:szd.1137/DC,"Anna Meingast an Lotte Altmann, SZ-SAM/B10.15",de,7.2.1938,"Meingast, Anna",Lotte Altmann
LAS Salzburg,o:szd.1138,Letter,https://gams.uni-graz.at/o:szd.1138,https://gams.uni-graz.at/o:szd.1138/DC,"Anna Meingast an Lotte Altmann, SZ-SAM/B10.16",de,15.2.1938,"Meingast, Anna",Lotte Altmann
LAS Salzburg,o:szd.1139,Letter,https://gams.uni-graz.at/o:szd.1139,https://gams.uni-graz.at/o:szd.1139/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.17",de,23.2.1938,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1140,Letter,https://gams.uni-graz.at/o:szd.1140,https://gams.uni-graz.at/o:szd.1140/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.18",de,5.3.1938,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1141,Letter,https://gams.uni-graz.at/o:szd.1141,https://gams.uni-graz.at/o:szd.1141/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.19",de,16.3.1938,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1142,Letter,https://gams.uni-graz.at/o:szd.1142,https://gams.uni-graz.at/o:szd.1142/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.2",de,10.7.1936,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1143,Letter,https://gams.uni-graz.at/o:szd.1143,https://gams.uni-graz.at/o:szd.1143/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.3",de,28.2.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1144,Letter,https://gams.uni-graz.at/o:szd.1144,https://gams.uni-graz.at/o:szd.1144/DC,"Anna Meingast an Lotte Altmann, SZ-SAM/B10.4",de,5.3.1937,"Meingast, Anna",Lotte Altmann
LAS Salzburg,o:szd.1145,Letter,https://gams.uni-graz.at/o:szd.1145,https://gams.uni-graz.at/o:szd.1145/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.5",de,10.3.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1146,Letter,https://gams.uni-graz.at/o:szd.1146,https://gams.uni-graz.at/o:szd.1146/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.6",de,5.4.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1147,Letter,https://gams.uni-graz.at/o:szd.1147,https://gams.uni-graz.at/o:szd.1147/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.7",de,9.4.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1148,Letter,https://gams.uni-graz.at/o:szd.1148,https://gams.uni-graz.at/o:szd.1148/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.8",de,28.5.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1149,Letter,https://gams.uni-graz.at/o:szd.1149,https://gams.uni-graz.at/o:szd.1149/DC,"Lotte Altmann an Anna Meingast, SZ-SAM/B10.9",de,3.7.1937,"Zweig, Lotte","Meingast, Anna"
LAS Salzburg,o:szd.1150,Letter,https://gams.uni-graz.at/o:szd.1150,https://gams.uni-graz.at/o:szd.1150/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.1",de,27.11.1927,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1151,Letter,https://gams.uni-graz.at/o:szd.1151,https://gams.uni-graz.at/o:szd.1151/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.10",de,15.1.1936,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1152,Letter,https://gams.uni-graz.at/o:szd.1152,https://gams.uni-graz.at/o:szd.1152/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.11",de,02.1936,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1153,Letter,https://gams.uni-graz.at/o:szd.1153,https://gams.uni-graz.at/o:szd.1153/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.12",de,31.5.1937,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1154,Letter,https://gams.uni-graz.at/o:szd.1154,https://gams.uni-graz.at/o:szd.1154/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.13",de,23.12.1937,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1155,Letter,https://gams.uni-graz.at/o:szd.1155,https://gams.uni-graz.at/o:szd.1155/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.14",de,24.1.1938,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1156,Letter,https://gams.uni-graz.at/o:szd.1156,https://gams.uni-graz.at/o:szd.1156/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.15",de,8.2.1938,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1157,Letter,https://gams.uni-graz.at/o:szd.1157,https://gams.uni-graz.at/o:szd.1157/DC,"Friderike Zweig an Anna Meingast, o. D., SZ-SAM/B11.16",de,,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1158,Letter,https://gams.uni-graz.at/o:szd.1158,https://gams.uni-graz.at/o:szd.1158/DC,"Friderike Zweig an Anna Meingast, o. D., SZ-SAM/B11.17",de,,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1159,Letter,https://gams.uni-graz.at/o:szd.1159,https://gams.uni-graz.at/o:szd.1159/DC,"Friderike Zweig an Anna Meingast, o. D., SZ-SAM/B11.18",de,,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1160,Letter,https://gams.uni-graz.at/o:szd.1160,https://gams.uni-graz.at/o:szd.1160/DC,"Friderike Zweig an Anna Meingast, o. D., SZ-SAM/B11.19",de,,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1161,Letter,https://gams.uni-graz.at/o:szd.1161,https://gams.uni-graz.at/o:szd.1161/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.2",de,20.1.1930,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1162,Letter,https://gams.uni-graz.at/o:szd.1162,https://gams.uni-graz.at/o:szd.1162/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.3",de,20.11.1930,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1163,Letter,https://gams.uni-graz.at/o:szd.1163,https://gams.uni-graz.at/o:szd.1163/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.4",de,25.10.1934,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1164,Letter,https://gams.uni-graz.at/o:szd.1164,https://gams.uni-graz.at/o:szd.1164/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.5",de,3.12.1934,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1165,Letter,https://gams.uni-graz.at/o:szd.1165,https://gams.uni-graz.at/o:szd.1165/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.6",de,27.12.1934,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1166,Letter,https://gams.uni-graz.at/o:szd.1166,https://gams.uni-graz.at/o:szd.1166/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.7",de,4.4.1935,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1167,Letter,https://gams.uni-graz.at/o:szd.1167,https://gams.uni-graz.at/o:szd.1167/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.8",de,3.9.1935,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1168,Letter,https://gams.uni-graz.at/o:szd.1168,https://gams.uni-graz.at/o:szd.1168/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B11.9",de,01.1936,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1169,Letter,https://gams.uni-graz.at/o:szd.1169,https://gams.uni-graz.at/o:szd.1169/DC,"Suse von Winternitz an Anna Meingast, SZ-SAM/B12",de,4.8.1928,"Winternitz, Suse von","Meingast, Anna"
LAS Salzburg,o:szd.1170,Letter,https://gams.uni-graz.at/o:szd.1170,https://gams.uni-graz.at/o:szd.1170/DC,"Erich Bellonk an Anna Meingast, SZ-SAM/B13",de,23.1.1927,"Bellonk, Erich","Meingast, Anna"
LAS Salzburg,o:szd.1171,Letter,https://gams.uni-graz.at/o:szd.1171,https://gams.uni-graz.at/o:szd.1171/DC,"Alfred Einstein an Anna Meingast, SZ-SAM/B14",de,27.3.1935,"Einstein, Alfred","Meingast, Anna"
LAS Salzburg,o:szd.1172,Letter,https://gams.uni-graz.at/o:szd.1172,https://gams.uni-graz.at/o:szd.1172/DC,"Lavinia Mazzucchetti an Anna Meingast, SZ-SAM/B15",de,15.1.1935,"Mazzucchetti, Lavinia","Meingast, Anna"
LAS Salzburg,o:szd.1173,Letter,https://gams.uni-graz.at/o:szd.1173,https://gams.uni-graz.at/o:szd.1173/DC,"Gert René Podbieliki an Anna Meingast, SZ-SAM/B16",de,28.5.1936,"Podbieliki, Gert René","Meingast, Anna"
LAS Salzburg,o:szd.1174,Letter,https://gams.uni-graz.at/o:szd.1174,https://gams.uni-graz.at/o:szd.1174/DC,"Johann Thalhuber an Anna Meingast, SZ-SAM/B17",de,23.12.1935,"Thalhuber, Johann","Meingast, Anna"
LAS Salzburg,o:szd.1175,Letter,https://gams.uni-graz.at/o:szd.1175,https://gams.uni-graz.at/o:szd.1175/DC,"Erwin Rieger an Anna Meingast, SZ-SAM/B18.1",de,19.8.1932,"Rieger, Erwin","Meingast, Anna"
LAS Salzburg,o:szd.1176,Letter,https://gams.uni-graz.at/o:szd.1176,https://gams.uni-graz.at/o:szd.1176/DC,"Erwin Rieger an Anna Meingast, SZ-SAM/B18.2",de,1.12.1933,"Rieger, Erwin","Meingast, Anna"
LAS Salzburg,o:szd.1177,Letter,https://gams.uni-graz.at/o:szd.1177,https://gams.uni-graz.at/o:szd.1177/DC,"Erwin Rieger an Anna Meingast, SZ-SAM/B18.3",de,12.8.1934,"Rieger, Erwin","Meingast, Anna"
LAS Salzburg,o:szd.1178,Letter,https://gams.uni-graz.at/o:szd.1178,https://gams.uni-graz.at/o:szd.1178/DC,"Friderike Zweig an Willi Meingast, SZ-SAM/B19",de,29.8.1935,"Zweig, Friderike",Willi Meingast
LAS Salzburg,o:szd.1179,Letter,https://gams.uni-graz.at/o:szd.1179,https://gams.uni-graz.at/o:szd.1179/DC,"Anna Meingast an Willi Meingast, SZ-SAM/B20",de,20.3.1935,"Meingast, Anna",Willi Meingast
LAS Salzburg,o:szd.1180,Letter,https://gams.uni-graz.at/o:szd.1180,https://gams.uni-graz.at/o:szd.1180/DC,"Brief an Anna Meingast vom 28. Januar 1931, SZ-SAM/B7.10",de,28.1.1931,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1181,Letter,https://gams.uni-graz.at/o:szd.1181,https://gams.uni-graz.at/o:szd.1181/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B7.11",de,3.2.1931,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1182,Letter,https://gams.uni-graz.at/o:szd.1182,https://gams.uni-graz.at/o:szd.1182/DC,"Friderike Zweig an Anna Meingast, SZ-SAM/B7.12",de,14.2.1931,"Zweig, Friderike","Meingast, Anna"
LAS Salzburg,o:szd.1183,Letter,https://gams.uni-graz.at/o:szd.1183,https://gams.uni-graz.at/o:szd.1183/DC,"Brief an Anna Meingast vom 17. Februar 1931, SZ-SAM/B7.13",de,17.2.1931,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1184,Letter,https://gams.uni-graz.at/o:szd.1184,https://gams.uni-graz.at/o:szd.1184/DC,"Postkarte an Anna Meingast vom 29. Februar 1931, SZ-SAM/B7.14",de,02-29.1931,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1185,Letter,https://gams.uni-graz.at/o:szd.1185,https://gams.uni-graz.at/o:szd.1185/DC,"Postkarte an Anna Meingast vom 14. März 1931, SZ-SAM/B7.15",de,14.3.1931,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1186,Letter,https://gams.uni-graz.at/o:szd.1186,https://gams.uni-graz.at/o:szd.1186/DC,"Brief an Anna Meingast vom 6. Juli 1931, SZ-SAM/B7.16",de,6.7.1931,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1187,Letter,https://gams.uni-graz.at/o:szd.1187,https://gams.uni-graz.at/o:szd.1187/DC,"Postkarte an Anna Meingast vom 8. Januar 1932, SZ-SAM/B7.17",de,8.1.1932,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1188,Letter,https://gams.uni-graz.at/o:szd.1188,https://gams.uni-graz.at/o:szd.1188/DC,"Ansichtspostkarte an Anna Meingast vom 27. Januar 1932, SZ-SAM/B7.18",de,27.1.1932,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1189,Letter,https://gams.uni-graz.at/o:szd.1189,https://gams.uni-graz.at/o:szd.1189/DC,"Ansichtspostkarte an Anna Meingast vom 3. März 1932, SZ-SAM/B7.19",de,3.3.1932,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1190,Letter,https://gams.uni-graz.at/o:szd.1190,https://gams.uni-graz.at/o:szd.1190/DC,"Postkarte an Anna Meingast vom 30. November 1932, SZ-SAM/B7.20",de,30.11.1932,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1191,Letter,https://gams.uni-graz.at/o:szd.1191,https://gams.uni-graz.at/o:szd.1191/DC,"Brief an Anna Meingast vom 5. Dezember 1932, SZ-SAM/B7.21",de,5.12.1932,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1192,Letter,https://gams.uni-graz.at/o:szd.1192,https://gams.uni-graz.at/o:szd.1192/DC,"Postkarte an Anna Meingast vom 6. Oktober 1933, SZ-SAM/B7.22",de,6.10.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1193,Letter,https://gams.uni-graz.at/o:szd.1193,https://gams.uni-graz.at/o:szd.1193/DC,"Ansichtspostkarte an Anna Meingast vom 21. Oktober 1933, SZ-SAM/B7.23",de,21.10.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1194,Letter,https://gams.uni-graz.at/o:szd.1194,https://gams.uni-graz.at/o:szd.1194/DC,"Brief an Anna Meingast vom 25. Oktober 1933, SZ-SAM/B7.24",de,25.10.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1195,Letter,https://gams.uni-graz.at/o:szd.1195,https://gams.uni-graz.at/o:szd.1195/DC,"Brief an Anna Meingast vom 8. November 1933, SZ-SAM/B7.25",de,8.11.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1196,Letter,https://gams.uni-graz.at/o:szd.1196,https://gams.uni-graz.at/o:szd.1196/DC,"Brief an Anna Meingast vom 13. November 1933, SZ-SAM/B7.26",de,13.11.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1197,Letter,https://gams.uni-graz.at/o:szd.1197,https://gams.uni-graz.at/o:szd.1197/DC,"Brief an Anna Meingast vom 27. November 1933, SZ-SAM/B7.27",de,27.11.1933,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1198,Letter,https://gams.uni-graz.at/o:szd.1198,https://gams.uni-graz.at/o:szd.1198/DC,"Brief an Anna Meingast vom 6. März 1934, SZ-SAM/B7.28",de,6.3.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1199,Letter,https://gams.uni-graz.at/o:szd.1199,https://gams.uni-graz.at/o:szd.1199/DC,"Brief an Anna Meingast vom 24. März 1934, SZ-SAM/B7.29",de,24.3.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1200,Letter,https://gams.uni-graz.at/o:szd.1200,https://gams.uni-graz.at/o:szd.1200/DC,"Brief an Anna Meingast vom 26. März 1934, SZ-SAM/B7.30",de,26.3.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1201,Letter,https://gams.uni-graz.at/o:szd.1201,https://gams.uni-graz.at/o:szd.1201/DC,"Brief an Anna Meingast vom 3. April 1934, SZ-SAM/B7.31",de,3.4.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1202,Letter,https://gams.uni-graz.at/o:szd.1202,https://gams.uni-graz.at/o:szd.1202/DC,"Brief an Anna Meingast vom 7. April 1934, SZ-SAM/B7.32",de,7.4.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1203,Letter,https://gams.uni-graz.at/o:szd.1203,https://gams.uni-graz.at/o:szd.1203/DC,"Brief an Anna Meingast vom 14. April 1934, SZ-SAM/B7.33",de,14.4.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1204,Letter,https://gams.uni-graz.at/o:szd.1204,https://gams.uni-graz.at/o:szd.1204/DC,"Brief an Anna Meingast vom 18. April 1934, SZ-SAM/B7.34",de,18.4.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1205,Letter,https://gams.uni-graz.at/o:szd.1205,https://gams.uni-graz.at/o:szd.1205/DC,"Brief an Anna Meingast vom 27. April 1934, SZ-SAM/B7.35",de,27.4.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1206,Letter,https://gams.uni-graz.at/o:szd.1206,https://gams.uni-graz.at/o:szd.1206/DC,"Brief an Anna Meingast vom 14. Juni 1934, SZ-SAM/B7.36",de,14.6.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1207,Letter,https://gams.uni-graz.at/o:szd.1207,https://gams.uni-graz.at/o:szd.1207/DC,"Brief an Anna Meingast vom 30. Juni 1934, SZ-SAM/B7.37",de,30.6.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1208,Letter,https://gams.uni-graz.at/o:szd.1208,https://gams.uni-graz.at/o:szd.1208/DC,"Brief an Anna Meingast vom [Juli 1934], SZ-SAM/B7.38",de,07.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1209,Letter,https://gams.uni-graz.at/o:szd.1209,https://gams.uni-graz.at/o:szd.1209/DC,"Brief an Anna Meingast vom 26. Juli 1934, SZ-SAM/B7.39",de,26.7.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1210,Letter,https://gams.uni-graz.at/o:szd.1210,https://gams.uni-graz.at/o:szd.1210/DC,"Brief an Anna Meingast vom [August 1934], SZ-SAM/B7.40",de,08.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1211,Letter,https://gams.uni-graz.at/o:szd.1211,https://gams.uni-graz.at/o:szd.1211/DC,"Postkarte an Anna Meingast vom 11. August 1934, SZ-SAM/B7.41",de,11.8.1934,"Zweig, Stefan","Meingast, Anna"
LAS Salzburg,o:szd.1212,Letter,https://gams.uni-graz.at/o:szd.1212,https://gams.uni-graz.at/o:szd.1212/DC,"Postkarte an Anna Meingast vom 15. August 1934, SZ-SAM/B7.42",de,15.8.1934,"Zweig, Stefan","Meingast, Anna"
