Verfasser*in,Verfasser*in GND,Körperschaft Verfasser*in,Körperschaft Verfasser*in GND,Adressat*in,Adressat*in GND,Körperschaft Adressat*in,Körperschaft Adressat*in GND,Art/Umfang,Physical Description,Beilagen,Enclosures,Datierung Original,Date original,Datierung erschlossen,Date supplied/verified,Datum normalisiert,Poststempel,Entstehungsort Original,Entstehungsort erschlossen,Postanschrift (original),Sprache,Beschreibstoff,Writing Material,Schreibstoff,Writing Instrument,Schreiberhand,Maße,Standort GND,Signatur,Provenienz,Erwerbung,Acquired,Beteiligte,Beteiligte (GND),Hinweis,Note(s),Postanschrift normalisiert,Anmerkungen
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 2 Blatt","1 letter, typescript carbon copy, 2 leaves",,,22. November 1937.,22. November 1937.,,,1937-11-22,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.136,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 3 Blatt","1 letter, typescript, 3 leaves",,,24. November 1937,24. November 1937,,,1937-11-24,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte, Bleistift","black ribbon, red crayon, black ink, pencil","Lotte Altmann, Herbert Reichner",21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.137,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,"Unterstreichungen und Randstriche mit rotem Farbstift; Korrekturen und Unterschrift von Reichner mit schwarzer Tinte; Vermerk von Zweig, Stefan mit Bleistift"
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,25. November 1937.,25. November 1937.,,,1937-11-25,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.138,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,Rostflecken auf Seite 1 und 2
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Kartenbrief, Typoskript, 1 Blatt","1 card letter, typescript, 1 leaf",,,1. Dezember 1937,1. Dezember 1937,,,1937-12-01,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,15x15 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.139,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,1. Dezember 1937,1. Dezember 1937,,,1937-12-01,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.140,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Wien, Dollfußplatz 16, Hotel Regina",Korrekturen und Unterschrift mit schwarzer Tinte; Blatt 2 auf der rechten Seite eingerissen
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,1. Dezember 1937,1. Dezember 1937,,,1937-12-01,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.141,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Wien, Dollfußplatz 16, Hotel Regina",Unterstreichung und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",Abschrift eines Schreibens von Rechtsanwalt Dr. Hermann Löw,Copy of a letter by Rechtsanwalt Dr. Hermann Löw,2. Dezember 1937,2. Dezember 1937,,,1937-12-02,,Wien,,,GER,"Briefpapier Herbert Reichner Verlag, Schreibmaschinenpapier","Herbert Reichner Verlag stationery, Typewriter paper","schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,"21x28 cm, 21x29 cm",http://d-nb.info/gnd/1047605287,SZ-AAP/B1.142,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Rostflecken von Büroklammern (besonders auf Abschrift); Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Kartenbrief, Typoskript, 1 Blatt","1 card letter, typescript, 1 leaf",Rechnung 020427,Invoice 020427,2. Dezember 1937,2. Dezember 1937,,,1937-12-02,,Wien,,,GER,"Briefpapier Herbert Reichner Verlag, Schreibmaschinenpapier","Herbert Reichner Verlag stationery, Typewriter paper","schwarzes Farbband, schwarze Tinte, blaue Tinte","black ribbon, black ink, blue ink",Herbert Reichner,"15x15 cm, 21x20cm",http://d-nb.info/gnd/1047605287,SZ-AAP/B1.143,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Rostflecken durch Büroklammer auf Blatt 1; Rechnung ist handschriftlich verfasst; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Löw, Hermann",,Rechtsanwalt Dr. Hermann Löw,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,2. Dezember 1937,2. Dezember 1937,,,1937-12-02,,Wien,,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,22x29 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.144,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Wien I., Herrengasse 21",
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,3. Dezember 1937.,3. Dezember 1937.,,,1937-12-03,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.145,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Unterstreichungen und Ergänzungen mit Bleistift
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,3. Dezember 1937,3. Dezember 1937,,,1937-12-03,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.146,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Rostflecken von Büroklammern links oben; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,6. Dezember 1937.,6. Dezember 1937.,,,1937-12-06,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, Bleistift","black carbon paper, pencil",Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.147,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Unterstreichungen und Ergänzungen mit Bleistift
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,6. Dezember 1937,6. Dezember 1937,,,1937-12-06,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.148,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichung mit rotem Farbstift; ein kleines Loch im Brief im mittleren oberen Teil des Blattes; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",Abschrift eines Schreibens von Rechtsanwalt Dr. Hermann Löw,Copy of a letter by Rechtsanwalt Dr. Hermann Löw,6. Dezember 1937,6. Dezember 1937,,,1937-12-06,,Wien,,,GER,"Briefpapier Herbert Reichner Verlag, Schreibmaschinenpapier","Herbert Reichner Verlag stationery, Typewriter paper","schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,"21x28 cm, 21x29 cm",http://d-nb.info/gnd/1047605287,SZ-AAP/B1.149,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,9. Dezember 1937,9. Dezember 1937,,,1937-12-09,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.150,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Kartenbrief, Typoskript, 1 Blatt","1 card letter, typescript, 1 leaf",,,9. Dezember 1937,9. Dezember 1937,,,1937-12-09,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,15x15 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.151,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Fuchs, Emil",http://d-nb.info/gnd/1080041869,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,10. Dezember 1937,10. Dezember 1937,,,1937-12-10,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Emil Fuchs,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.152,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Korrekturen und Unterschrift mit schwarzer Tinte; Rostflecken links oben auf Blatt 1
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,13. Dezember 1937.,13. Dezember 1937.,,,1937-12-13,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, Bleistift","black carbon paper, pencil",,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.153,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,Anmerkungen und Unterstreichung mit Bleistift
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,15. Dezember 1937.,15. Dezember 1937.,,,1937-12-15,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.154,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,Rostflecken von Büroklammern links oben
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Fuchs, Emil",http://d-nb.info/gnd/1080041869,,,"1 Brief, Typoskriptdurchschlag, 3 Blatt","1 letter, typescript carbon copy, 3 leaves",,,15. Dezember 1937,15. Dezember 1937,,,1937-12-15,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, violette Tinte","black carbon paper, purple ink",Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.155,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Korrekturen und Ergänzungen mit lila Tinte; Rostflecken von Büroklammern auf Blatt 1 links oben
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,16. Dezember 1937,16. Dezember 1937,,,1937-12-16,,Wien,,,GER,"Briefpapier Herbert Reichner Verlag, Typoskriptdurchschlag","Herbert Reichner Verlag stationery, typescript carbon copy","schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,"21x28 cm, 21x29 cm",http://d-nb.info/gnd/1047605287,SZ-AAP/B1.156,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Kauffmann, Alfred",,Rechtsanwalt Dr. Alfred Kauffmann,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,17. Dezember 1937.,17. Dezember 1937.,,,1937-12-17,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.157,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 16 Coleman Street",Rostflecken von Büroklammern auf Rückseite rechts oben
"Kauffmann, Alfred",,Rechtsanwalt Dr. Alfred Kauffmann,,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,20. Dezember 1937.,20. Dezember 1937.,,,1937-12-20,,London,,,GER,Briefpapier Rechtsanwalt Dr. Alfred Kauffmann,Stationery of the lawyer Dr Alfred Kauffmann,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Alfred Kauffmann,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.158,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Rostflecken von einer Büroklammer links oben
"Fuchs, Emil",http://d-nb.info/gnd/1080041869,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,21. Dezember 1937,21. Dezember 1937,,,1937-12-21,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Emil Fuchs,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.159,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Fuchs, Emil",http://d-nb.info/gnd/1080041869,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,22. Dezember 1937.,22. Dezember 1937.,,,1937-12-22,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.160,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Kauffmann, Alfred",,Rechtsanwalt Dr. Alfred Kauffmann,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,22. Dezember 1937.,22. Dezember 1937.,,,1937-12-22,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.161,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 16 Coleman Street",Rostflecken von Büroklammern links oben
"Kauffmann, Alfred",,Rechtsanwalt Dr. Alfred Kauffmann,,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,23. Dezember 1937.,23. Dezember 1937.,,,1937-12-23,,London,,,GER,Briefpapier Rechtsanwalt Dr. Alfred Kauffmann,Stationery of the lawyer Dr Alfred Kauffmann,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Alfred Kauffmann,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.162,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Rostflecken von Büroklammern links oben; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,30. Dezember 1937.,30. Dezember 1937.,,,1937-12-30,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, Bleistift","black carbon paper, pencil",Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.163,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,"Wien, Aegidigasse 6",Ergänzung mit Bleistift
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,30. Dezember 1937.,30. Dezember 1937.,,,1937-12-30,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.164,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Fuchs, Emil",http://d-nb.info/gnd/1080041869,,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",Gedächtnisprotokoll in Sachen Tal contra Reichner,Protocol in the matter of Tal versus Reichner,31. Dezember 1937.,31. Dezember 1937.,,,1937-12-31,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, schwarze Tinte","black carbon paper, black ink",Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.165,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Rostflecken von Büroklammer links oben besonders bei Blatt 1; Korrekturen und Anmerkungen mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,3. Januar 1938,3. Januar 1938,,,1938-01-03,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.166,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichung mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,3. Januar 1938,3. Januar 1938,,,1938-01-03,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.167,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,5. Januar 1938,5. Januar 1938,,,1938-01-05,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.168,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterschrift mit schwarzer Tinte
"Kauffmann, Alfred",,Rechtsanwalt Dr. Alfred Kauffmann,,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,8. Januar 1938,8. Januar 1938,,,1938-01-08,,London,,,GER,Briefpapier Rechtsanwalt Dr. Alfred Kauffmann,Stationery of the lawyer Dr Alfred Kauffmann,"schwarzes Farbband, violette Tinte, schwarze Tinte","black ribbon, purple ink, black ink","Alfred Kauffmann, Lotte Altmann",20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.169,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,"Anmerkungen mit lila Tinte; Vermerk mit schwarzer Tinte von Kauffmann, dass er den Betrag erhalten hat"
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 2 Blatt","1 letter, typescript carbon copy, 2 leaves",,,8. Januar 1938.,8. Januar 1938.,,,1938-01-08,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.170,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Wien, Aegidigasse 6",
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,10. Januar 1938.,10. Januar 1938.,,,1938-01-10,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.171,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Zweig, Stefan",,,,"Kauffmann, Alfred",,,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,11. Januar 1938.,11. Januar 1938.,,,1938-01-11,,,,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, Bleistift","black carbon paper, pencil",Lotte Altmann,21x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.172,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,
